"商品名","分词结果","品牌词","品牌数","类别词","类别数","原始类别","原始品牌","商品CODE","rand","标注类别词"
"故乡浓 白咖啡(无糖)25g*10包/盒(马来西亚)","故乡浓, 白, 咖啡, (, 无, 糖, ), 25g, *, 10, 包, /, 盒, (, 马来西亚, )","故乡浓","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","故乡浓","9703122","0","咖啡"
"故乡浓 白咖啡(榛果)40g*10包/盒(马来西亚)","故乡浓, 白, 咖啡, (, 榛, 果, ), 40g, *, 10, 包, /, 盒, (, 马来西亚, )","故乡浓","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","故乡浓","9703100","0","咖啡"
"旧街场 2合1咖啡与奶精250g盒(马来西亚)","旧街场, 2, 合, 1, 咖啡, 与, 奶精, 250g, 盒, (, 马来西亚, )","旧街场","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","旧街场","10518920","0","咖啡"
"旧街场 3合1原味白咖啡400g/盒(马来西亚)","旧街场, 3, 合, 1, 原味, 白, 咖啡, 400g, /, 盒, (, 马来西亚, )","旧街场","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","旧街场","10518908","0","咖啡"
"旧街场 3合1臻果味白咖啡400g/盒(马来西亚)","旧街场, 3, 合, 1, 臻, 果味, 白, 咖啡, 400g, /, 盒, (, 马来西亚, )","旧街场","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","旧街场","10518919","0","咖啡"
"旧街场 3合1蔗糖白咖啡360g/盒(马来西亚)","旧街场, 3, 合, 1, 蔗糖, 白, 咖啡, 360g, /, 盒, (, 马来西亚, )","旧街场","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","旧街场","10518942","1","咖啡"
"星巴克 咖啡饮料(原味)281ml/瓶(美国)","星巴克, 咖啡饮料, (, 原味, ), 281ml, /, 瓶, (, 美国, )","星巴克","1","咖啡饮料","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","星巴克","10264423","0","咖啡饮料"
"星巴克 咖啡饮料(摩卡味)281ml/瓶(美国)","星巴克, 咖啡饮料, (, 摩卡, 味, ), 281ml, /, 瓶, (, 美国, )","星巴克","1","咖啡饮料","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","星巴克","10264445","0","咖啡饮料"
"星巴克 咖啡饮料(香草味)281ml/瓶(美国)","星巴克, 咖啡饮料, (, 香草, 味, ), 281ml, /, 瓶, (, 美国, )","星巴克","1","咖啡饮料","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","星巴克","10264434","0","咖啡饮料"
"果咖 速溶咖啡椰子味104g/盒(泰国)","果咖, 速溶咖啡, 椰子, 味, 104g, /, 盒, (, 泰国, )","果咖","99999","速溶咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","果咖","9608826","0","速溶咖啡, 椰子"
"格兰特 三合一速溶咖啡180g/盒(德国)","格兰特, 三合一, 速溶咖啡, 180g, /, 盒, (, 德国, )","格兰特","1","速溶咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特","10153034","0","速溶咖啡"
"格兰特 二合一速溶咖啡140g/盒(德国)","格兰特, 二, 合一, 速溶咖啡, 140g, /, 盒, (, 德国, )","格兰特","1","速溶咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特","10153023","0","速溶咖啡"
"格兰特 摩卡速溶黑咖啡100g(德国)","格兰特, 摩卡, 速溶, 黑咖啡, 100g, (, 德国, )","格兰特","99999","速溶","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特","9712554","0","速溶, 黑咖啡"
"格兰特 摩卡黑咖啡 50g","格兰特, 摩卡, 黑咖啡, 50g","格兰特","99999","","0","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特","9712543","0","黑咖啡"
"格兰特 特浓速溶黑咖啡 100g","格兰特, 特, 浓, 速溶, 黑咖啡, 100g","格兰特","99999","速溶","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特","9712576","0","速溶, 黑咖啡"
"格兰特 特级速溶咖啡 100g","格兰特, 特级, 速溶咖啡, 100g","格兰特","1","速溶咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特","9712565","0","速溶咖啡"
"格兰特 经典速溶咖啡 100g","格兰特, 经典, 速溶咖啡, 100g","格兰特","1","速溶咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特","9712521","0","速溶咖啡"
"格兰特 金牌咖啡(脱咖啡因） 100g","格兰特, 金牌, 咖啡, (, 脱, 咖啡因, ）, 100g","格兰特","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特","9712509","0","咖啡"
"格兰特 金牌速溶黑咖啡 100g","格兰特, 金牌, 速溶, 黑咖啡, 100g","格兰特","99999","速溶","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特","9712510","0","速溶, 黑咖啡"
"德国进口 格兰特100%天然阿拉比卡咖啡豆 250克","德国, 进口, 格兰特, 100, %, 天然, 阿, 拉比, 卡, 咖啡豆, 250, 克","格兰特","1","咖啡豆","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特 GRANDOS","10996857","0","咖啡豆"
"德国进口 格兰特咖啡庆典礼盒 （摩卡黑咖啡+金牌咖啡+咖啡杯具）","德国, 进口, 格兰特, 咖啡, 庆典, 礼盒, （, 摩卡, 黑咖啡, +, 金牌, 咖啡, +, 咖啡, 杯具, ）","格兰特","99999","咖啡, 礼盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特 GRANDOS","10996868","0","黑咖啡, 咖啡"
"德国进口 格兰特拿铁风味咖啡（卡布奇诺系列） 112克","德国, 进口, 格兰特, 拿, 铁, 风味, 咖啡, （, 卡布奇诺, 系列, ）, 112, 克","格兰特","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特 GRANDOS","10996835","0","咖啡"
"德国进口 格兰特经典卡布奇诺固体饮料（卡布奇诺原味咖啡） 125克","德国, 进口, 格兰特, 经典, 卡布奇诺, 固体, 饮料, （, 卡布奇诺, 原味, 咖啡, ）, 125, 克","格兰特","1","饮料","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","格兰特 GRANDOS","10996846","0","饮料"
"益昌 白咖啡(3合1)40g*15包/袋","益昌, 白, 咖啡, (, 3, 合, 1, ), 40g, *, 15, 包, /, 袋","益昌","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","益昌","9662399","0","咖啡"
"益昌老街 1+1白咖啡30g*5/盒","益昌老街, 1+1, 白, 咖啡, 30g, *, 5, /, 盒","益昌老街","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","益昌老街","9619016","0","咖啡"
"益昌老街 2+1即溶咖啡20g*50包/袋(马来西亚)","益昌老街, 2+1, 即, 溶, 咖啡, 20g, *, 50, 包, /, 袋, (, 马来西亚, )","益昌老街","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","益昌老街","10772711","0","咖啡"
"益昌老街 2+1白咖啡20g*50包/袋(马来西亚)","益昌老街, 2+1, 白, 咖啡, 20g, *, 50, 包, /, 袋, (, 马来西亚, )","益昌老街","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","益昌老街","10772697","0","咖啡"
"益昌老街 卡布奇诺25g*5包/盒","益昌老街, 卡布奇诺, 25g, *, 5, 包, /, 盒","益昌老街","1","盒","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","益昌老街","28740","0",""
"益昌老街 即溶咖啡20g*10包/盒","益昌老街, 即, 溶, 咖啡, 20g, *, 10, 包, /, 盒","益昌老街","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","益昌老街","28728","0","咖啡"
"益昌老街 白咖啡40g*5包/盒","益昌老街, 白, 咖啡, 40g, *, 5, 包, /, 盒","益昌老街","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","益昌老街","28693","0","咖啡"
"益昌老街 礼盒(马来西亚)","益昌老街, 礼盒, (, 马来西亚, )","益昌老街","1","礼盒","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","益昌老街","10772675","0",""
"益昌老街 香滑奶茶20g*50包/袋(马来西亚)","益昌老街, 香, 滑, 奶茶, 20g, *, 50, 包, /, 袋, (, 马来西亚, )","益昌老街","1","奶茶","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","益昌老街","10772700","0","奶茶"
"老志行 礼盒装(马来西亚)","老志行, 礼盒装, (, 马来西亚, )","老志行","1","","0","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","老志行","10772686","0",""
"老怡保 三合一白咖啡榛果味40g*10条(马来西亚)","老怡保, 三合一, 白, 咖啡, 榛, 果味, 40g, *, 10, 条, (, 马来西亚, )","老怡保","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","老怡保","9999400","0","咖啡"
"老誌行 1加1无加糖白咖啡30g*10包/盒","老誌行, 1, 加, 1, 无, 加糖, 白, 咖啡, 30g, *, 10, 包, /, 盒","老誌行","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","老誌行","28660","0","咖啡"
"老誌行 2加1浓香味白咖啡30g*10包/盒","老誌行, 2, 加, 1, 浓, 香味, 白, 咖啡, 30g, *, 10, 包, /, 盒","老誌行","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","老誌行","28671","0","咖啡"
"老誌行 卡布奇诺咖啡25g*10/盒","老誌行, 卡布奇诺, 咖啡, 25g, *, 10, /, 盒","老誌行","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","老誌行","9618999","0","咖啡"
"老誌行 摩卡咖啡25g*10/盒","老誌行, 摩卡, 咖啡, 25g, *, 10, /, 盒","老誌行","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","老誌行","9619005","0","咖啡"
"老誌行 黑咖啡10g*12/盒","老誌行, 黑咖啡, 10g, *, 12, /, 盒","老誌行","99999","盒","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","老誌行","9618988","0","黑咖啡"
"诗国 意式浓香咖啡豆500g/盒(德国)","诗国, 意, 式, 浓香, 咖啡豆, 500g, /, 盒, (, 德国, )","诗国","1","咖啡豆, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","诗国","10263997","0","咖啡豆"
"诗国 百斯特咖啡豆500g/盒(德国)","诗国, 百, 斯, 特, 咖啡豆, 500g, /, 盒, (, 德国, )","诗国","1","咖啡豆, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","诗国","10264014","0","咖啡豆"
"诗国 精制咖啡粉250g/盒(德国)","诗国, 精制, 咖啡粉, 250g, /, 盒, (, 德国, )","诗国","1","咖啡粉, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","诗国","10263975","0","咖啡粉"
"诗国 精制速溶咖啡(25条装)(1.8g*25)/盒(哥伦比亚)","诗国, 精制, 速溶咖啡, (, 25, 条, 装, ), (, 1.8g, *, 25, ), /, 盒, (, 哥伦比亚, )","诗国","1","速溶咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","诗国","10263931","0","速溶咖啡"
"诗国 精制速溶咖啡(原味)100g/瓶(波兰)","诗国, 精制, 速溶咖啡, (, 原味, ), 100g, /, 瓶, (, 波兰, )","诗国","1","速溶咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","诗国","10263920","0","速溶咖啡"
"诗国 精制速溶咖啡(哥伦比亚清香风味)100g/瓶(哥伦比亚)","诗国, 精制, 速溶咖啡, (, 哥伦比亚, 清香, 风味, ), 100g, /, 瓶, (, 哥伦比亚, )","诗国","1","速溶咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","诗国","10263919","0","速溶咖啡"
"诗国 精制速溶咖啡(巴西淡香风味)100g/瓶(巴西)","诗国, 精制, 速溶咖啡, (, 巴西, 淡, 香, 风味, ), 100g, /, 瓶, (, 巴西, )","诗国","1","速溶咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","诗国","10263908","0","速溶咖啡"
"诗国 艾度咖啡粉500g/盒(德国)","诗国, 艾, 度, 咖啡粉, 500g, /, 盒, (, 德国, )","诗国","1","咖啡粉, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","诗国","10263964","0","咖啡粉"
"诗国 金色精选咖啡粉250g/盒(波兰)","诗国, 金色, 精选, 咖啡粉, 250g, /, 盒, (, 波兰, )","诗国","1","咖啡粉, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","诗国","10263986","0","咖啡粉"
"诗国 金色精选速溶咖啡100g/盒(波兰)","诗国, 金色, 精选, 速溶咖啡, 100g, /, 盒, (, 波兰, )","诗国","1","速溶咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","诗国","10263942","0","速溶咖啡"
"金宝 三合一咖啡20g*8/盒(马来西亚)","金宝, 三合一, 咖啡, 20g, *, 8, /, 盒, (, 马来西亚, )","金宝","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","金宝","11458201","0","咖啡"
"金宝 卡布奇诺白咖啡25g*6/盒(马来西亚)","金宝, 卡布奇诺, 白, 咖啡, 25g, *, 6, /, 盒, (, 马来西亚, )","金宝","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","金宝","11458176","0","咖啡"
"金宝 摩卡咖啡25g*6/盒(马来西亚)","金宝, 摩卡, 咖啡, 25g, *, 6, /, 盒, (, 马来西亚, )","金宝","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","金宝","11458187","0","咖啡"
"金宝 白咖啡40g*6/盒(马来西亚)","金宝, 白, 咖啡, 40g, *, 6, /, 盒, (, 马来西亚, )","金宝","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","金宝","11458165","0","咖啡"
"金宝 蓝藻咖啡20g*8/盒(马来西亚)","金宝, 蓝藻, 咖啡, 20g, *, 8, /, 盒, (, 马来西亚, )","金宝","1","咖啡, 盒","2","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","金宝","11458198","0","咖啡"
"雀巢 金牌咖啡100g","雀巢, 金牌, 咖啡, 100g","雀巢","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","雀巢","9834279","0","咖啡"
"高宝 白咖啡(低糖)384g/袋(马来西亚)","高宝, 白, 咖啡, (, 低糖, ), 384g, /, 袋, (, 马来西亚, )","高宝","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","高宝","11165712","0","咖啡"
"高宝 白咖啡384g/袋(马来西亚)","高宝, 白, 咖啡, 384g, /, 袋, (, 马来西亚, )","高宝","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","高宝","11165701","0","咖啡"
"麦馨 原味三合一咖啡12g*20","麦馨, 原味, 三合一, 咖啡, 12g, *, 20","麦馨","1","咖啡","1","0-5135-8644-16988:食品、饮料、酒水-进口食品-进口咖啡","麦馨","284082","0","咖啡"
"40号螺丝面  Fusilli","40, 号, 螺丝, 面, fusilli","","99999","螺丝, 面","2","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","Divella  戴维娜","11006205","0","螺丝, 面"
"48号小弯通面  Chifferini","48, 号, 小, 弯, 通, 面, chifferini","","99999","面","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","Divella  戴维娜","11006216","0","面"
"8号直身面  Spaghetti","8, 号, 直, 身, 面, spaghetti","","99999","面","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","Divella  戴维娜","11006192","0","面"
"公鸡 三色蝴蝶形意大利面250g/袋(西班牙)","公鸡, 三色, 蝴, 蝶形, 意大利面, 250g, /, 袋, (, 西班牙, )","公鸡","1","意大利面","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","318149","0","意大利面"
"公鸡 三色螺丝形意大利面250g/袋(西班牙)","公鸡, 三色, 螺丝, 形, 意大利面, 250g, /, 袋, (, 西班牙, )","公鸡","1","螺丝, 意大利面","2","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","318138","0","螺丝, 意大利面"
"公鸡 两头尖形意大利面6#250g/袋(西班牙)","公鸡, 两头尖, 形, 意大利面, 6#250g, /, 袋, (, 西班牙, )","公鸡","1","意大利面","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","318105","0","意大利面"
"公鸡 两头尖直花形意大利面500g/袋(西班牙)","公鸡, 两头尖, 直, 花, 形, 意大利面, 500g, /, 袋, (, 西班牙, )","公鸡","1","意大利面","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","318194","0","意大利面"
"公鸡 字母形意大利面250g/袋(西班牙)","公鸡, 字母, 形, 意大利面, 250g, /, 袋, (, 西班牙, )","公鸡","1","意大利面","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","318127","0","意大利面"
"公鸡 扁身意大利面250g/袋(西班牙)","公鸡, 扁, 身, 意大利面, 250g, /, 袋, (, 西班牙, )","公鸡","1","意大利面","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","318081","0","意大利面"
"公鸡 烟斗形意大利面1＃250g/袋(西班牙)","公鸡, 烟斗, 形, 意大利面, 1, ＃, 250g, /, 袋, (, 西班牙, )","公鸡","1","烟斗, 意大利面","2","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","318116","0","烟斗, 意大利面"
"公鸡 直条形意大利面3#500g/袋(西班牙)","公鸡, 直, 条形, 意大利面, 3#500g, /, 袋, (, 西班牙, )","公鸡","1","意大利面","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","318172","0","意大利面"
"公鸡 直条形意大利面3＃1kg/袋(西班牙)","公鸡, 直, 条形, 意大利面, 3, ＃, 1kg, /, 袋, (, 西班牙, )","公鸡","1","意大利面","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","9587502","0","意大利面"
"公鸡 直纹短管形意大利面500g/袋(西班牙)","公鸡, 直, 纹, 短, 管, 形, 意大利面, 500g, /, 袋, (, 西班牙, )","公鸡","1","意大利面","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","318161","0","意大利面"
"公鸡 经典短幼身形意大利面500g/袋(西班牙)","公鸡, 经典, 短, 幼, 身形, 意大利面, 500g, /, 袋, (, 西班牙, )","公鸡","1","意大利面","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","9587499","0","意大利面"
"公鸡 蝴蝶形意大利面500g/袋(西班牙)","公鸡, 蝴, 蝶形, 意大利面, 500g, /, 袋, (, 西班牙, )","公鸡","1","意大利面","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","318150","0","意大利面"
"公鸡 螺丝形意大利面250g/袋(西班牙)","公鸡, 螺丝, 形, 意大利面, 250g, /, 袋, (, 西班牙, )","公鸡","1","螺丝, 意大利面","2","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","318092","0","螺丝, 意大利面"
"公鸡 螺丝形意大利面500g/袋(西班牙)","公鸡, 螺丝, 形, 意大利面, 500g, /, 袋, (, 西班牙, )","公鸡","1","螺丝, 意大利面","2","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","公鸡 GALLO BRAND","318183","0","螺丝, 意大利面"
"厨乐 意大利儿童面条(#17动物型)500g/袋(意大利)","厨乐, 意大利, 儿童, 面条, (, #17, 动物, 型, ), 500g, /, 袋, (, 意大利, )","厨乐","1","面条","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","厨乐","9532825","0","面条"
"厨乐 意大利儿童面条(#19模型)500g/袋(意大利)","厨乐, 意大利, 儿童, 面条, (, #19, 模型, ), 500g, /, 袋, (, 意大利, )","厨乐","1","面条","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","厨乐","9532836","0","面条"
"厨乐 意大利全麦面条(＃3直条型)500g/袋(意大利)","厨乐, 意大利, 全, 麦, 面条, (, ＃, 3, 直, 条型, ), 500g, /, 袋, (, 意大利, )","厨乐","1","面条","1","0-5135-8644-16989:食品、饮料、酒水-进口食品-进口意大利面","厨乐","9532847","0","面条"
