"商品名","分词结果","品牌词","品牌数","类别词","类别数","原始类别","原始品牌","商品CODE","标注类别词"
"梦特娇 典煌铱金笔 黑精漆白金夹","梦特娇, 典, 煌, 铱金笔, 黑, 精, 漆, 白金, 夹","梦特娇","99999","夹","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10785510","铱金笔"
"梦特娇 卓越宝珠笔 黑精漆白金夹","梦特娇, 卓越, 宝珠, 笔, 黑, 精, 漆, 白金, 夹","梦特娇","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10785407","宝珠, 笔"
"梦特娇 卓越铱金笔 金雅格黑精漆金夹","梦特娇, 卓越, 铱金笔, 金, 雅格, 黑, 精, 漆, 金, 夹","梦特娇","99999","夹","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10785418","铱金笔"
"梦特娇 和谐宝珠笔 黑精漆白金夹","梦特娇, 和谐, 宝珠, 笔, 黑, 精, 漆, 白金, 夹","梦特娇","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10576735","宝珠, 笔"
"梦特娇 四叶草宝珠笔 绿精漆白夹","梦特娇, 四叶草, 宝珠, 笔, 绿, 精, 漆, 白, 夹","梦特娇","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10576702","宝珠, 笔"
"梦特娇 尊享宝珠笔 艺术经典方格上套金夹","梦特娇, 尊, 享, 宝珠, 笔, 艺术, 经典, 方格, 上套, 金, 夹","梦特娇","99999","宝珠, 笔, 艺术, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10785485","宝珠, 笔"
"梦特娇 尊享宝珠笔 艺术经典纹上套金夹","梦特娇, 尊, 享, 宝珠, 笔, 艺术, 经典, 纹, 上套, 金, 夹","梦特娇","99999","宝珠, 笔, 艺术, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10785496","宝珠, 笔"
"梦特娇 尊享铱金笔 黑精漆金夹","梦特娇, 尊, 享, 铱金笔, 黑, 精, 漆, 金, 夹","梦特娇","99999","夹","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10785463","铱金笔"
"梦特娇 尊崇宝珠笔 黑精漆白金夹","梦特娇, 尊崇, 宝珠, 笔, 黑, 精, 漆, 白金, 夹","梦特娇","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10785429","宝珠, 笔"
"梦特娇 尊崇宝珠笔 黑精漆红木金夹","梦特娇, 尊崇, 宝珠, 笔, 黑, 精, 漆, 红木, 金, 夹","梦特娇","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10785430","宝珠, 笔"
"梦特娇 时间之旅宝珠笔 黑精漆白金夹","梦特娇, 时间, 之旅, 宝珠, 笔, 黑, 精, 漆, 白金, 夹","梦特娇","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10576713","宝珠, 笔"
"梦特娇 格调宝珠笔 亮珊瑚白夹","梦特娇, 格调, 宝珠, 笔, 亮, 珊瑚, 白, 夹","梦特娇","99999","宝珠, 笔, 珊瑚, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10576699","宝珠, 笔, 珊瑚"
"梦特娇 永恒宝珠笔 黑精漆高尔夫白金夹","梦特娇, 永恒, 宝珠, 笔, 黑, 精, 漆, 高尔夫, 白金, 夹","梦特娇","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10576688","宝珠, 笔"
"梦特娇 睿智宝珠笔 黑精漆白金夹","梦特娇, 睿智, 宝珠, 笔, 黑, 精, 漆, 白金, 夹","梦特娇","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10576724","宝珠, 笔"
"梦特娇 臻至宝珠笔 黑精漆白金夹","梦特娇, 臻, 至, 宝珠, 笔, 黑, 精, 漆, 白金, 夹","梦特娇","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10785441","宝珠, 笔"
"梦特娇 臻至宝珠笔 黑精漆鸢尾花金夹","梦特娇, 臻, 至, 宝珠, 笔, 黑, 精, 漆, 鸢, 尾花, 金, 夹","梦特娇","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","梦特娇","10785452","宝珠, 笔"
"派克 PARKER 0.5mm精细笔芯（12支/盒）","派克, PARKER, 0.5mm, 精细, 笔芯, （, 12支, /, 盒, ）","派克","1","笔芯","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614990","笔芯"
"派克 PARKER 0.5mm精细笔芯（单支）","派克, PARKER, 0.5mm, 精细, 笔芯, （, 单, 支, ）","派克","1","笔芯","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10615006","笔芯"
"派克 PARKER 0.7mm精细笔芯（12支/盒）","派克, PARKER, 0.7mm, 精细, 笔芯, （, 12支, /, 盒, ）","派克","1","笔芯","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10629422","笔芯"
"派克 PARKER 0.7mm精细笔芯（单支）","派克, PARKER, 0.7mm, 精细, 笔芯, （, 单, 支, ）","派克","1","笔芯","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10629433","笔芯"
"派克 PARKER IM系列纯黑丽雅白夹墨水笔（钢笔）1支/盒","派克, PARKER, IM, 系列, 纯, 黑, 丽, 雅, 白, 夹, 墨, 水笔, （, 钢笔, ）, 1支, /, 盒","派克","1","夹, 水笔, 盒","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614821","水笔"
"派克 PARKER IM系列蓝色白夹宝珠笔（签字笔）1支/盒","派克, PARKER, IM, 系列, 蓝色, 白, 夹, 宝珠, 笔, （, 签字笔, ）, 1支, /, 盒","派克","99999","夹, 宝珠, 笔, 盒","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614832","宝珠, 笔"
"派克 PARKER IM系列豪华镀铬白夹宝珠笔（签字笔）1支/盒","派克, PARKER, IM, 系列, 豪华, 镀铬, 白, 夹, 宝珠, 笔, （, 签字笔, ）, 1支, /, 盒","派克","99999","夹, 宝珠, 笔, 盒","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614876","宝珠, 笔"
"派克 PARKER IM系列金属灰白夹墨水笔（钢笔）1支/盒","派克, PARKER, IM, 系列, 金属, 灰白, 夹, 墨, 水笔, （, 钢笔, ）, 1支, /, 盒","派克","1","金属, 夹, 水笔, 盒","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614865","金属, 水笔"
"派克 PARKER T波系列不锈钢白夹圆珠笔 1支/盒","派克, PARKER, T, 波, 系列, 不锈钢, 白, 夹, 圆珠笔, 1支, /, 盒","派克","1","夹, 圆珠笔, 盒","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614989","圆珠笔"
"派克 PARKER 威雅系列不锈钢杆墨水笔（钢笔）1支/盒","派克, PARKER, 威, 雅, 系列, 不锈钢, 杆, 墨, 水笔, （, 钢笔, ）, 1支, /, 盒","派克","1","水笔, 盒","2","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614898","水笔"
"派克 PARKER 威雅系列胶杆白色墨水笔（钢笔）1支/盒","派克, PARKER, 威, 雅, 系列, 胶, 杆, 白色, 墨, 水笔, （, 钢笔, ）, 1支, /, 盒","派克","1","水笔, 盒","2","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614978","水笔"
"派克 PARKER 威雅系列胶杆白色宝珠笔（签字笔）1支/盒","派克, PARKER, 威, 雅, 系列, 胶, 杆, 白色, 宝珠, 笔, （, 签字笔, ）, 1支, /, 盒","派克","99999","宝珠, 笔, 盒","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614967","宝珠, 笔"
"派克 PARKER 威雅系列胶杆红色墨水笔（钢笔）1支/盒","派克, PARKER, 威, 雅, 系列, 胶, 杆, 红色, 墨, 水笔, （, 钢笔, ）, 1支, /, 盒","派克","1","水笔, 盒","2","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614956","水笔"
"派克 PARKER 威雅系列胶杆红色宝珠笔（签字笔）1支/盒","派克, PARKER, 威, 雅, 系列, 胶, 杆, 红色, 宝珠, 笔, （, 签字笔, ）, 1支, /, 盒","派克","99999","宝珠, 笔, 盒","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614945","宝珠, 笔"
"派克 PARKER 威雅系列胶杆蓝色墨水笔（钢笔）1支/盒","派克, PARKER, 威, 雅, 系列, 胶, 杆, 蓝色, 墨, 水笔, （, 钢笔, ）, 1支, /, 盒","派克","1","水笔, 盒","2","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614934","水笔"
"派克 PARKER 威雅系列胶杆蓝色宝珠笔（签字笔）1支/盒","派克, PARKER, 威, 雅, 系列, 胶, 杆, 蓝色, 宝珠, 笔, （, 签字笔, ）, 1支, /, 盒","派克","99999","宝珠, 笔, 盒","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614923","宝珠, 笔"
"派克 PARKER 威雅系列胶杆黑色墨水笔（钢笔）1支/盒","派克, PARKER, 威, 雅, 系列, 胶, 杆, 黑色, 墨, 水笔, （, 钢笔, ）, 1支, /, 盒","派克","1","水笔, 盒","2","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614912","水笔"
"派克 PARKER 威雅系列胶杆黑色宝珠笔（签字笔）1支/盒","派克, PARKER, 威, 雅, 系列, 胶, 杆, 黑色, 宝珠, 笔, （, 签字笔, ）, 1支, /, 盒","派克","99999","宝珠, 笔, 盒","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614901","宝珠, 笔"
"派克 PARKER 都市磨砂黒杆白夹圆珠笔（原子笔）1支/盒","派克, PARKER, 都市, 磨砂, 黒, 杆, 白, 夹, 圆珠笔, （, 原子笔, ）, 1支, /, 盒","派克","1","夹, 圆珠笔, 盒","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","派克","10614570","圆珠笔"
"花花公子 P宝珠笔芯","花花公子, P, 宝珠, 笔芯","花花公子","1","宝珠, 笔芯","2","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576757","宝珠, 笔芯"
"花花公子 公爵宝珠笔 黑漆花梨木金夹","花花公子, 公爵, 宝珠, 笔, 黑漆, 花梨, 木, 金, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785383","宝珠, 笔"
"花花公子 公爵铱金笔 黑漆花梨木白夹","花花公子, 公爵, 铱金笔, 黑漆, 花梨, 木, 白, 夹","花花公子","99999","夹","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785394","铱金笔"
"花花公子 典范宝珠笔 宝石黑白夹","花花公子, 典范, 宝珠, 笔, 宝石, 黑白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785372","宝珠, 笔"
"花花公子 典范铱金笔 宝石黑金夹","花花公子, 典范, 铱金笔, 宝石, 黑金, 夹","花花公子","99999","夹","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785361","铱金笔"
"花花公子 凌动宝珠笔 经典黑白夹","花花公子, 凌, 动, 宝珠, 笔, 经典, 黑白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576531","宝珠, 笔"
"花花公子 前奏宝珠笔 宝石红金夹","花花公子, 前奏, 宝珠, 笔, 宝石, 红, 金, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785269","宝珠, 笔"
"花花公子 前奏宝珠笔 宝石黑白夹","花花公子, 前奏, 宝珠, 笔, 宝石, 黑白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785258","宝珠, 笔"
"花花公子 前奏铱金笔 宝石蓝白夹","花花公子, 前奏, 铱金笔, 宝石蓝, 白, 夹","花花公子","99999","夹","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785270","铱金笔"
"花花公子 君度宝珠笔 经典红金夹","花花公子, 君度, 宝珠, 笔, 经典, 红, 金, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785305","宝珠, 笔"
"花花公子 君度宝珠笔 经典象牙白白夹","花花公子, 君度, 宝珠, 笔, 经典, 象牙, 白白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785316","宝珠, 笔"
"花花公子 君度宝珠笔 经典黑白夹","花花公子, 君度, 宝珠, 笔, 经典, 黑白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785281","宝珠, 笔"
"花花公子 君度铱金笔 经典蓝金夹","花花公子, 君度, 铱金笔, 经典, 蓝, 金, 夹","花花公子","99999","夹","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785292","铱金笔"
"花花公子 崇尚宝珠笔 宝石黑白夹","花花公子, 崇尚, 宝珠, 笔, 宝石, 黑白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785349","宝珠, 笔"
"花花公子 崇尚铱金笔 宝石黑金夹","花花公子, 崇尚, 铱金笔, 宝石, 黑金, 夹","花花公子","99999","夹","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785350","铱金笔"
"花花公子 慧者宝珠笔 经典黑白夹","花花公子, 慧, 者, 宝珠, 笔, 经典, 黑白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576484","宝珠, 笔"
"花花公子 时尚宝珠笔 经典水晶蓝白夹","花花公子, 时尚, 宝珠, 笔, 经典, 水晶, 蓝, 白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576495","宝珠, 笔"
"花花公子 星座宝珠笔 双子座经典绿白夹","花花公子, 星座, 宝珠, 笔, 双子座, 经典, 绿, 白, 夹","花花公子","99999","星座, 宝珠, 笔, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576575","星座, 宝珠, 笔"
"花花公子 星座宝珠笔 双鱼座经典蓝白夹","花花公子, 星座, 宝珠, 笔, 双鱼座, 经典, 蓝, 白, 夹","花花公子","99999","星座, 宝珠, 笔, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576666","星座, 宝珠, 笔"
"花花公子 星座宝珠笔 处女座经典橙白夹","花花公子, 星座, 宝珠, 笔, 处女座, 经典, 橙, 白, 夹","花花公子","99999","星座, 宝珠, 笔, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576600","星座, 宝珠, 笔"
"花花公子 星座宝珠笔 天秤座经典绿白夹","花花公子, 星座, 宝珠, 笔, 天秤座, 经典, 绿, 白, 夹","花花公子","99999","星座, 宝珠, 笔, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576611","星座, 宝珠, 笔"
"花花公子 星座宝珠笔 天蝎座经典蓝白夹","花花公子, 星座, 宝珠, 笔, 天蝎座, 经典, 蓝, 白, 夹","花花公子","99999","星座, 宝珠, 笔, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576622","星座, 宝珠, 笔"
"花花公子 星座宝珠笔 射手座经典红白夹","花花公子, 星座, 宝珠, 笔, 射手座, 经典, 红白, 夹","花花公子","99999","星座, 宝珠, 笔, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576633","星座, 宝珠, 笔"
"花花公子 星座宝珠笔 巨蟹座经典蓝白夹","花花公子, 星座, 宝珠, 笔, 巨蟹座, 经典, 蓝, 白, 夹","花花公子","99999","星座, 宝珠, 笔, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576586","星座, 宝珠, 笔"
"花花公子 星座宝珠笔 摩羯座经典橙白夹","花花公子, 星座, 宝珠, 笔, 摩羯座, 经典, 橙, 白, 夹","花花公子","99999","星座, 宝珠, 笔, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576644","星座, 宝珠, 笔"
"花花公子 星座宝珠笔 水瓶座经典绿白夹","花花公子, 星座, 宝珠, 笔, 水瓶座, 经典, 绿, 白, 夹","花花公子","99999","星座, 宝珠, 笔, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576655","星座, 宝珠, 笔"
"花花公子 星座宝珠笔 狮子座经典红白夹","花花公子, 星座, 宝珠, 笔, 狮子座, 经典, 红白, 夹","花花公子","99999","星座, 宝珠, 笔, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576597","星座, 宝珠, 笔"
"花花公子 星座宝珠笔 白羊座经典红白夹","花花公子, 星座, 宝珠, 笔, 白羊座, 经典, 红白, 夹","花花公子","99999","星座, 宝珠, 笔, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576553","星座, 宝珠, 笔"
"花花公子 星座宝珠笔 金牛座经典橙白夹","花花公子, 星座, 宝珠, 笔, 金牛座, 经典, 橙, 白, 夹","花花公子","99999","星座, 宝珠, 笔, 夹","4","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576564","星座, 宝珠, 笔"
"花花公子 智宝珠笔 雅黑白夹","花花公子, 智, 宝珠, 笔, 雅, 黑白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576462","宝珠, 笔"
"花花公子 精灵宝珠笔 水晶黑白夹","花花公子, 精灵, 宝珠, 笔, 水晶, 黑白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576417","宝珠, 笔"
"花花公子 纯粹宝珠笔 经典黑白夹","花花公子, 纯粹, 宝珠, 笔, 经典, 黑白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576439","宝珠, 笔"
"花花公子 纯粹铱金笔 经典红白夹","花花公子, 纯粹, 铱金笔, 经典, 红白, 夹","花花公子","99999","夹","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576440","铱金笔"
"花花公子 绅士铱金笔 黑漆金夹","花花公子, 绅士, 铱金笔, 黑漆, 金, 夹","花花公子","99999","夹","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576508","铱金笔"
"花花公子 舒伯特宝珠笔 砂银白夹","花花公子, 舒伯特, 宝珠, 笔, 砂, 银白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576451","宝珠, 笔"
"花花公子 诠释宝珠笔 宝石黑金夹","花花公子, 诠释, 宝珠, 笔, 宝石, 黑金, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785327","宝珠, 笔"
"花花公子 诠释铱金笔 宝石黑白夹","花花公子, 诠释, 铱金笔, 宝石, 黑白, 夹","花花公子","99999","夹","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10785338","铱金笔"
"花花公子 诠释铱金笔 宝石黑金夹","花花公子, 诠释, 铱金笔, 宝石, 黑金, 夹","花花公子","99999","夹","1","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576519","铱金笔"
"花花公子 谜宝珠笔 经典白白夹","花花公子, 谜, 宝珠, 笔, 经典, 白白, 夹","花花公子","99999","宝珠, 笔, 夹","3","0-361-16631-18464:办公用品-办公礼品-礼品笔","花花公子","10576520","宝珠, 笔"
